================================================================================
Summary of training process:
Dataset                : UCI_HAR
Batch size             : 32
Learing rate           : 0.001
Number of total clients: 150
Split method           : distribution
Split parameter        : 0.1
Clients per round      : 15
Number of global rounds: 100
Number of local rounds : 5
Feature from layer     : 1
Feature percentage     : 0.1
Is interplolated       : False
Local training loss    : MCE_DeC_KL
Loss of beta           : 1.0
Algorithm              : FLea
Modelname              : HARNet
Mode                   : training
Seed                   : 0
================================================================================
Dataset: UCI_HAR
training: 7352 testing: 2947
Here
Pre-splits: [   0    1    2 ... 3673 3674 3675]
[   0    1    2 ... 3673 3674 3675]
[4 4 4 ... 3 3 3]
Pre-splits: [3676 3677 3678 ... 7349 7350 7351]
[3676 3677 3678 ... 7349 7350 7351]
[3 3 3 ... 1 1 1]
Done
Class frequencies:
client,class0,class1,class2,class3,class4,class5,Amount
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3000) local CE: tensor(0.3927) Feature CE: tensor(0.9123) KL: tensor(0.0577)
The last decorrelation: tensor(0.9282)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6046) local CE: tensor(0.4401) Feature CE: tensor(1.1120) KL: tensor(0.1024)
The last decorrelation: tensor(0.9501)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2393) local CE: tensor(0.2134) Feature CE: tensor(1.0299) KL: tensor(0.0910)
The last decorrelation: tensor(0.9045)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7946) local CE: tensor(0.5163) Feature CE: tensor(1.3014) KL: tensor(0.0770)
The last decorrelation: tensor(0.8999)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5490) local CE: tensor(0.4233) Feature CE: tensor(1.2425) KL: tensor(0.0666)
The last decorrelation: tensor(0.8158)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5093) local CE: tensor(0.2924) Feature CE: tensor(1.1587) KL: tensor(0.0747)
The last decorrelation: tensor(0.9837)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7878) local CE: tensor(0.5602) Feature CE: tensor(1.1973) KL: tensor(0.1193)
The last decorrelation: tensor(0.9108)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2553) local CE: tensor(0.2975) Feature CE: tensor(1.0075) KL: tensor(0.0735)
The last decorrelation: tensor(0.8718)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0496) local CE: tensor(0.1129) Feature CE: tensor(0.9202) KL: tensor(0.0864)
The last decorrelation: tensor(0.9300)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1275) local CE: tensor(0.2267) Feature CE: tensor(0.8560) KL: tensor(0.0593)
The last decorrelation: tensor(0.9644)
Global Model Acc on global data: 0.5704105870376655 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  75  -------------
selected users: [114, 125, 90, 97, 84, 35, 6, 51, 27, 63, 122, 28, 101, 47, 67]
Current data/feature buff: torch.Size([35, 128, 20, 7]) torch.Size([35]) 35
Buffer classes: Counter({5: 17, 1: 6, 2: 5, 3: 4, 4: 2, 0: 1})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4489) local CE: tensor(0.9047) Feature CE: tensor(1.2845) KL: tensor(0.3015)
The last decorrelation: tensor(0.9593)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1979) local CE: tensor(0.1501) Feature CE: tensor(1.0106) KL: tensor(0.0716)
The last decorrelation: tensor(0.9656)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2124) local CE: tensor(0.7867) Feature CE: tensor(1.2704) KL: tensor(0.1999)
The last decorrelation: tensor(0.9536)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1345) local CE: tensor(0.0894) Feature CE: tensor(1.1364) KL: tensor(0.0630)
The last decorrelation: tensor(0.8400)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6626) local CE: tensor(0.4758) Feature CE: tensor(1.2532) KL: tensor(0.0438)
The last decorrelation: tensor(0.8907)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6495) local CE: tensor(0.4424) Feature CE: tensor(1.2668) KL: tensor(0.0882)
The last decorrelation: tensor(0.8517)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5242) local CE: tensor(0.2600) Feature CE: tensor(1.2594) KL: tensor(0.0738)
The last decorrelation: tensor(0.9309)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4768) local CE: tensor(0.3031) Feature CE: tensor(1.2076) KL: tensor(0.0781)
The last decorrelation: tensor(0.8802)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3905) local CE: tensor(0.3413) Feature CE: tensor(1.1107) KL: tensor(0.0959)
The last decorrelation: tensor(0.8386)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5093) local CE: tensor(0.3796) Feature CE: tensor(1.1175) KL: tensor(0.1052)
The last decorrelation: tensor(0.9060)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3771) local CE: tensor(0.2536) Feature CE: tensor(1.1111) KL: tensor(0.1109)
The last decorrelation: tensor(0.8816)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4482) local CE: tensor(0.9665) Feature CE: tensor(1.3481) KL: tensor(0.1618)
The last decorrelation: tensor(0.9417)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5521) local CE: tensor(0.3498) Feature CE: tensor(1.2409) KL: tensor(0.0790)
The last decorrelation: tensor(0.8860)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0386) local CE: tensor(0.1432) Feature CE: tensor(0.8475) KL: tensor(0.0733)
The last decorrelation: tensor(0.9735)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4513) local CE: tensor(0.3938) Feature CE: tensor(1.1092) KL: tensor(0.0805)
The last decorrelation: tensor(0.8675)
Global Model Acc on global data: 0.6148625721072277 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  76  -------------
selected users: [46, 81, 32, 102, 104, 55, 13, 72, 61, 77, 33, 110, 87, 85, 18]
Current data/feature buff: torch.Size([59, 128, 20, 7]) torch.Size([59]) 59
Buffer classes: Counter({0: 19, 2: 12, 3: 10, 5: 9, 4: 6, 1: 3})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1698) local CE: tensor(0.8589) Feature CE: tensor(1.3357) KL: tensor(0.0679)
The last decorrelation: tensor(0.9073)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1713) local CE: tensor(0.2514) Feature CE: tensor(0.9987) KL: tensor(0.0609)
The last decorrelation: tensor(0.8640)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2787) local CE: tensor(0.2117) Feature CE: tensor(1.0604) KL: tensor(0.0557)
The last decorrelation: tensor(0.9570)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5447) local CE: tensor(0.3722) Feature CE: tensor(1.1472) KL: tensor(0.0682)
The last decorrelation: tensor(0.9444)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8952) local CE: tensor(0.6199) Feature CE: tensor(1.1161) KL: tensor(0.1592)
The last decorrelation: tensor(1.0000)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8625) local CE: tensor(0.6553) Feature CE: tensor(1.2101) KL: tensor(0.0679)
The last decorrelation: tensor(0.9109)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2216) local CE: tensor(0.7353) Feature CE: tensor(1.3713) KL: tensor(0.1262)
The last decorrelation: tensor(0.9887)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6844) local CE: tensor(0.5843) Feature CE: tensor(1.0779) KL: tensor(0.1111)
The last decorrelation: tensor(0.9108)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1562) local CE: tensor(0.1684) Feature CE: tensor(1.0467) KL: tensor(0.0765)
The last decorrelation: tensor(0.8565)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6032) local CE: tensor(0.4935) Feature CE: tensor(1.0544) KL: tensor(0.1351)
The last decorrelation: tensor(0.9204)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6267) local CE: tensor(0.3315) Feature CE: tensor(1.1872) KL: tensor(0.1543)
The last decorrelation: tensor(0.9622)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7047) local CE: tensor(0.5061) Feature CE: tensor(1.1221) KL: tensor(0.1687)
The last decorrelation: tensor(0.9240)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3570) local CE: tensor(0.2135) Feature CE: tensor(1.1165) KL: tensor(0.0518)
The last decorrelation: tensor(0.9788)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5217) local CE: tensor(0.3437) Feature CE: tensor(1.1691) KL: tensor(0.0598)
The last decorrelation: tensor(0.9492)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1361) local CE: tensor(0.1122) Feature CE: tensor(1.0222) KL: tensor(0.0598)
The last decorrelation: tensor(0.9395)
Global Model Acc on global data: 0.5544621649134713 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  77  -------------
selected users: [82, 133, 113, 93, 5, 114, 128, 119, 33, 94, 13, 134, 26, 14, 49]
Current data/feature buff: torch.Size([79, 128, 20, 7]) torch.Size([79]) 79
Buffer classes: Counter({4: 25, 3: 25, 5: 10, 2: 10, 1: 5, 0: 4})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5466) local CE: tensor(0.1939) Feature CE: tensor(1.4012) KL: tensor(0.0265)
The last decorrelation: tensor(0.9250)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0718) local CE: tensor(0.7763) Feature CE: tensor(1.2135) KL: tensor(0.1118)
The last decorrelation: tensor(0.9702)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4244) local CE: tensor(0.2723) Feature CE: tensor(1.1138) KL: tensor(0.0818)
The last decorrelation: tensor(0.9585)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3057) local CE: tensor(0.1354) Feature CE: tensor(1.0768) KL: tensor(0.0954)
The last decorrelation: tensor(0.9980)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1112) local CE: tensor(0.2236) Feature CE: tensor(0.8964) KL: tensor(0.0721)
The last decorrelation: tensor(0.9189)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6406) local CE: tensor(0.4592) Feature CE: tensor(1.0539) KL: tensor(0.1697)
The last decorrelation: tensor(0.9580)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5648) local CE: tensor(0.3842) Feature CE: tensor(1.2054) KL: tensor(0.0833)
The last decorrelation: tensor(0.9003)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.9789) local CE: tensor(0.0939) Feature CE: tensor(0.8752) KL: tensor(0.0536)
The last decorrelation: tensor(0.9559)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7649) local CE: tensor(0.4731) Feature CE: tensor(1.1873) KL: tensor(0.1528)
The last decorrelation: tensor(0.9568)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4897) local CE: tensor(0.2783) Feature CE: tensor(1.2048) KL: tensor(0.0769)
The last decorrelation: tensor(0.9296)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0347) local CE: tensor(0.7475) Feature CE: tensor(1.2183) KL: tensor(0.0801)
The last decorrelation: tensor(0.9888)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9057) local CE: tensor(0.7091) Feature CE: tensor(1.1674) KL: tensor(0.1273)
The last decorrelation: tensor(0.9025)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2531) local CE: tensor(0.2522) Feature CE: tensor(1.1432) KL: tensor(0.0447)
The last decorrelation: tensor(0.8123)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2537) local CE: tensor(0.1025) Feature CE: tensor(1.1890) KL: tensor(0.0579)
The last decorrelation: tensor(0.9040)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6426) local CE: tensor(0.3425) Feature CE: tensor(1.2556) KL: tensor(0.0776)
The last decorrelation: tensor(0.9667)
Global Model Acc on global data: 0.496776382762131 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  78  -------------
selected users: [128, 131, 145, 50, 95, 94, 99, 33, 61, 144, 126, 70, 129, 30, 53]
Current data/feature buff: torch.Size([69, 128, 20, 7]) torch.Size([69]) 69
Buffer classes: Counter({4: 36, 3: 16, 1: 8, 0: 5, 2: 4})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5316) local CE: tensor(0.3729) Feature CE: tensor(1.1975) KL: tensor(0.0713)
The last decorrelation: tensor(0.8914)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9416) local CE: tensor(0.6669) Feature CE: tensor(1.1453) KL: tensor(0.1817)
The last decorrelation: tensor(0.9477)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2205) local CE: tensor(0.1474) Feature CE: tensor(1.0452) KL: tensor(0.1468)
The last decorrelation: tensor(0.8777)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9304) local CE: tensor(0.6097) Feature CE: tensor(1.1977) KL: tensor(0.1670)
The last decorrelation: tensor(0.9561)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7974) local CE: tensor(0.4525) Feature CE: tensor(1.4031) KL: tensor(0.0746)
The last decorrelation: tensor(0.8673)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4828) local CE: tensor(0.3641) Feature CE: tensor(1.1425) KL: tensor(0.0471)
The last decorrelation: tensor(0.9292)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8715) local CE: tensor(0.6007) Feature CE: tensor(1.2455) KL: tensor(0.1399)
The last decorrelation: tensor(0.8858)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3877) local CE: tensor(0.3120) Feature CE: tensor(0.9846) KL: tensor(0.1314)
The last decorrelation: tensor(0.9596)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3064) local CE: tensor(0.2215) Feature CE: tensor(1.1517) KL: tensor(0.0707)
The last decorrelation: tensor(0.8600)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4456) local CE: tensor(0.7191) Feature CE: tensor(1.6014) KL: tensor(0.1451)
The last decorrelation: tensor(0.9801)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4107) local CE: tensor(0.2122) Feature CE: tensor(1.1946) KL: tensor(0.0507)
The last decorrelation: tensor(0.9532)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6115) local CE: tensor(0.4521) Feature CE: tensor(0.9908) KL: tensor(0.2036)
The last decorrelation: tensor(0.9745)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6186) local CE: tensor(0.3114) Feature CE: tensor(1.2562) KL: tensor(0.1669)
The last decorrelation: tensor(0.8943)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6405) local CE: tensor(0.4317) Feature CE: tensor(1.1917) KL: tensor(0.1491)
The last decorrelation: tensor(0.8807)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4116) local CE: tensor(1.0559) Feature CE: tensor(1.3056) KL: tensor(0.0870)
The last decorrelation: tensor(0.9513)
Global Model Acc on global data: 0.5062775704105871 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  79  -------------
selected users: [29, 128, 52, 84, 53, 103, 32, 61, 125, 92, 11, 39, 65, 91, 81]
Current data/feature buff: torch.Size([49, 128, 20, 7]) torch.Size([49]) 49
Buffer classes: Counter({2: 14, 1: 12, 5: 9, 3: 7, 0: 4, 4: 3})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2530) local CE: tensor(0.1538) Feature CE: tensor(1.1215) KL: tensor(0.0826)
The last decorrelation: tensor(0.9040)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4625) local CE: tensor(0.3165) Feature CE: tensor(1.0799) KL: tensor(0.1743)
The last decorrelation: tensor(0.8859)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1934) local CE: tensor(0.1789) Feature CE: tensor(1.0000) KL: tensor(0.1401)
The last decorrelation: tensor(0.8670)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6073) local CE: tensor(0.4831) Feature CE: tensor(1.0824) KL: tensor(0.1544)
The last decorrelation: tensor(0.8883)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4721) local CE: tensor(0.9992) Feature CE: tensor(1.4397) KL: tensor(0.0765)
The last decorrelation: tensor(0.9543)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0679) local CE: tensor(0.1455) Feature CE: tensor(0.9749) KL: tensor(0.1116)
The last decorrelation: tensor(0.8387)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2463) local CE: tensor(0.1167) Feature CE: tensor(1.1161) KL: tensor(0.0761)
The last decorrelation: tensor(0.9263)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2101) local CE: tensor(0.1862) Feature CE: tensor(1.0121) KL: tensor(0.1497)
The last decorrelation: tensor(0.8637)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3815) local CE: tensor(0.8133) Feature CE: tensor(1.4639) KL: tensor(0.1389)
The last decorrelation: tensor(0.9655)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2078) local CE: tensor(0.1763) Feature CE: tensor(1.0321) KL: tensor(0.1389)
The last decorrelation: tensor(0.8533)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0372) local CE: tensor(0.7270) Feature CE: tensor(1.2954) KL: tensor(0.0720)
The last decorrelation: tensor(0.9428)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6578) local CE: tensor(0.2292) Feature CE: tensor(1.3135) KL: tensor(0.1530)
The last decorrelation: tensor(0.9622)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6451) local CE: tensor(0.4233) Feature CE: tensor(1.1898) KL: tensor(0.0976)
The last decorrelation: tensor(0.9255)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2361) local CE: tensor(0.8508) Feature CE: tensor(1.2734) KL: tensor(0.1591)
The last decorrelation: tensor(0.9528)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4604) local CE: tensor(0.3379) Feature CE: tensor(1.1424) KL: tensor(0.1205)
The last decorrelation: tensor(0.8600)
Global Model Acc on global data: 0.5978961655921275 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  80  -------------
selected users: [49, 42, 36, 74, 5, 99, 83, 18, 14, 29, 125, 82, 60, 28, 109]
Current data/feature buff: torch.Size([113, 128, 20, 7]) torch.Size([113]) 113
Buffer classes: Counter({2: 33, 1: 28, 4: 24, 5: 18, 0: 5, 3: 5})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2423) local CE: tensor(0.2278) Feature CE: tensor(0.9736) KL: tensor(0.0744)
The last decorrelation: tensor(0.9666)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2458) local CE: tensor(0.3119) Feature CE: tensor(1.0134) KL: tensor(0.0757)
The last decorrelation: tensor(0.8438)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2959) local CE: tensor(0.3383) Feature CE: tensor(0.9723) KL: tensor(0.0979)
The last decorrelation: tensor(0.9003)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0418) local CE: tensor(0.1728) Feature CE: tensor(0.9278) KL: tensor(0.0685)
The last decorrelation: tensor(0.8716)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2167) local CE: tensor(0.2183) Feature CE: tensor(0.9894) KL: tensor(0.0903)
The last decorrelation: tensor(0.9186)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4202) local CE: tensor(0.3769) Feature CE: tensor(1.0793) KL: tensor(0.0785)
The last decorrelation: tensor(0.8857)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3912) local CE: tensor(0.3371) Feature CE: tensor(1.1068) KL: tensor(0.0963)
The last decorrelation: tensor(0.8303)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0717) local CE: tensor(0.0927) Feature CE: tensor(0.9581) KL: tensor(0.0781)
The last decorrelation: tensor(0.9408)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6910) local CE: tensor(0.4112) Feature CE: tensor(1.2674) KL: tensor(0.1077)
The last decorrelation: tensor(0.9044)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0538) local CE: tensor(0.1471) Feature CE: tensor(0.9267) KL: tensor(0.0753)
The last decorrelation: tensor(0.9064)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5075) local CE: tensor(0.3873) Feature CE: tensor(1.1001) KL: tensor(0.0546)
The last decorrelation: tensor(0.9655)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8136) local CE: tensor(0.4597) Feature CE: tensor(1.3045) KL: tensor(0.1242)
The last decorrelation: tensor(0.9250)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0667) local CE: tensor(0.0906) Feature CE: tensor(0.9657) KL: tensor(0.0624)
The last decorrelation: tensor(0.9606)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1950) local CE: tensor(0.8557) Feature CE: tensor(1.3005) KL: tensor(0.0679)
The last decorrelation: tensor(0.9858)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0170) local CE: tensor(0.1415) Feature CE: tensor(0.9168) KL: tensor(0.0817)
The last decorrelation: tensor(0.8716)
Global Model Acc on global data: 0.5649813369528334 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  81  -------------
selected users: [117, 32, 130, 86, 13, 24, 78, 40, 147, 21, 82, 93, 118, 134, 39]
Current data/feature buff: torch.Size([77, 128, 20, 7]) torch.Size([77]) 77
Buffer classes: Counter({4: 24, 1: 20, 5: 14, 2: 10, 3: 6, 0: 3})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9809) local CE: tensor(0.7815) Feature CE: tensor(1.1986) KL: tensor(0.0644)
The last decorrelation: tensor(0.9359)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.9606) local CE: tensor(0.1029) Feature CE: tensor(0.8558) KL: tensor(0.0533)
The last decorrelation: tensor(0.9494)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9843) local CE: tensor(0.6547) Feature CE: tensor(1.2360) KL: tensor(0.1210)
The last decorrelation: tensor(0.9788)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5984) local CE: tensor(0.4347) Feature CE: tensor(1.0133) KL: tensor(0.1831)
The last decorrelation: tensor(0.9628)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1536) local CE: tensor(0.6399) Feature CE: tensor(1.3806) KL: tensor(0.1442)
The last decorrelation: tensor(0.9888)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8724) local CE: tensor(0.5944) Feature CE: tensor(1.2354) KL: tensor(0.1092)
The last decorrelation: tensor(0.9268)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6537) local CE: tensor(0.3730) Feature CE: tensor(1.1770) KL: tensor(0.1041)
The last decorrelation: tensor(0.9996)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5205) local CE: tensor(0.3700) Feature CE: tensor(1.1657) KL: tensor(0.0660)
The last decorrelation: tensor(0.9184)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3541) local CE: tensor(0.2710) Feature CE: tensor(1.0387) KL: tensor(0.0852)
The last decorrelation: tensor(0.9596)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0490) local CE: tensor(0.8007) Feature CE: tensor(1.2240) KL: tensor(0.0416)
The last decorrelation: tensor(0.9827)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9290) local CE: tensor(0.4496) Feature CE: tensor(1.5013) KL: tensor(0.0531)
The last decorrelation: tensor(0.9249)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
